OrderID,OrderDate,Model,Storage,Color,Region,City,Channel,UnitPrice,Quantity,DiscountRate,GrossSales,NetSales,COGS,Profit
IP11205,28-01-2023,iPhone 15 Pro,256GB,Black,West,Pune,Store,145400,1,0.1,145400,130860,114900,15960
IP11206,01-09-2023,iPhone 14 Pro,1TB,Black,South,Bengaluru,Store,128500,1,0,128500,128500,107500,21000
IP11207,06-11-2024,iPhone 14 Pro,512GB,White,South,Hyderabad,Store,134100,2,0,268200,268200,215000,53200
IP11208,15-04-2023,iPhone 13,512GB,Black,North,Chandigarh,Store,65200,2,0.2,130400,104320,110600,-6280
IP11209,05-07-2023,iPhone 14 Pro,1TB,Blue,East,Patna,Online,117000,1,0.05,117000,111150,83300,27850
IP11210,06-03-2025,iPhone 15 Pro,1TB,Red,East,Kolkata,Store,127800,1,0,127800,127800,108500,19300
IP11211,31-08-2024,iPhone 15 Pro,1TB,Red,South,Chennai,Store,148100,2,0.2,296200,236960,249000,-12040
IP11212,05-01-2024,iPhone 13,1TB,Silver,West,Ahmedabad,Online,73900,2,0.05,147800,140410,107200,33210
IP11213,02-01-2024,iPhone 15 Pro Max,128GB,Gold,West,Ahmedabad,Online,144900,2,0.2,289800,231840,214800,17040
IP11214,10-01-2024,iPhone 13,256GB,Gold,North,Lucknow,Online,74500,1,0.15,74500,63325,62400,925
IP11215,01-08-2024,iPhone 15 Pro,128GB,Black,South,Bengaluru,Store,127400,1,0.05,127400,121030,90300,30730
IP11216,14-03-2023,iPhone 14,1TB,Black,West,Pune,Online,81300,2,0.15,162600,138210,120400,17810
IP11217,30-07-2023,iPhone 13,512GB,Red,South,Chennai,Online,73600,1,0.2,73600,58880,52800,6080
IP11218,10-10-2023,iPhone 14 Pro,1TB,Blue,North,Delhi,Online,111400,1,0.2,111400,89120,85700,3420
IP11219,15-04-2023,iPhone 14,512GB,White,South,Chennai,Online,80000,1,0.05,80000,76000,64600,11400
IP11220,17-12-2023,iPhone 14 Pro,1TB,Silver,South,Bengaluru,Store,118900,2,0.05,237800,225910,198800,27110
IP11221,28-03-2023,iPhone 13,128GB,Blue,East,Kolkata,Store,64500,2,0.05,129000,122550,95600,26950
IP11222,23-08-2024,iPhone 15,512GB,Blue,East,Kolkata,Online,90900,1,0.05,90900,86355,68300,18055
IP11223,01-05-2025,iPhone 14,256GB,Red,East,Kolkata,Store,82500,1,0,82500,82500,59900,22600
IP11224,25-04-2024,iPhone 14 Pro,1TB,Gold,East,Kolkata,Store,112900,1,0,112900,112900,87400,25500
IP11225,07-09-2023,iPhone 15,256GB,Black,West,Ahmedabad,Online,82100,1,0.05,82100,77995,62800,15195
IP11226,27-02-2025,iPhone 15 Pro,256GB,Blue,East,Patna,Online,137500,1,0.2,137500,110000,107500,2500
IP11227,16-09-2024,iPhone 14,256GB,Blue,South,Bengaluru,Store,70700,2,0.2,141400,113120,114600,-1480
IP11228,01-04-2023,iPhone 15,128GB,Black,East,Bhubaneswar,Store,94000,2,0.05,188000,178600,156200,22400
IP11229,21-05-2025,iPhone 13,128GB,Red,West,Ahmedabad,Store,69900,1,0.15,69900,59415,53200,6215
IP11230,18-05-2023,iPhone 14 Pro,256GB,Gold,West,Mumbai,Online,118200,1,0.2,118200,94560,84200,10360
IP11231,22-07-2023,iPhone 15 Pro,128GB,Blue,North,Chandigarh,Online,144000,1,0.05,144000,136800,102900,33900
IP11232,23-11-2024,iPhone 15 Pro Max,512GB,Red,South,Hyderabad,Store,153900,2,0.1,307800,277020,219800,57220
IP11233,19-05-2025,iPhone 15 Pro Max,512GB,Silver,East,Patna,Online,146400,1,0.1,146400,131760,122100,9660
IP11234,28-05-2024,iPhone 14 Pro,256GB,Red,West,Mumbai,Online,128500,2,0,257000,257000,203600,53400
IP11235,17-02-2025,iPhone 15 Pro,1TB,Black,North,Lucknow,Online,136000,2,0.15,272000,231200,226000,5200
IP11236,17-12-2024,iPhone 15 Pro,1TB,Red,North,Lucknow,Online,137000,1,0.2,137000,109600,107400,2200
IP11237,11-06-2025,iPhone 13,1TB,Silver,North,Chandigarh,Store,72300,1,0.2,72300,57840,59200,-1360
IP11238,06-09-2024,iPhone 14 Pro,1TB,White,North,Delhi,Store,134200,1,0.1,134200,120780,98800,21980
IP11239,04-11-2024,iPhone 14,1TB,Black,South,Hyderabad,Online,70800,2,0.1,141600,127440,99600,27840
IP11240,15-06-2025,iPhone 15 Pro Max,512GB,White,North,Lucknow,Store,153700,2,0.05,307400,292030,260800,31230
IP11241,20-01-2024,iPhone 14,1TB,Blue,North,Chandigarh,Store,73800,1,0.2,73800,59040,59300,-260
IP11242,01-03-2024,iPhone 14,128GB,White,East,Kolkata,Store,82400,1,0.2,82400,65920,58600,7320
IP11243,02-09-2024,iPhone 15 Pro,1TB,White,South,Hyderabad,Online,130500,2,0,261000,261000,188800,72200
IP11244,23-02-2025,iPhone 15 Pro,256GB,Silver,North,Delhi,Store,129800,1,0.2,129800,103840,93900,9940
IP11245,15-06-2023,iPhone 14,512GB,White,North,Lucknow,Store,77000,1,0.2,77000,61600,64400,-2800
IP11246,12-06-2023,iPhone 15,128GB,Red,North,Chandigarh,Store,83300,1,0.15,83300,70805,60100,10705
IP11247,16-10-2024,iPhone 14 Pro,128GB,Silver,East,Patna,Store,130600,1,0.2,130600,104480,106700,-2220
IP11248,19-02-2024,iPhone 13,256GB,Black,West,Pune,Store,64500,1,0.1,64500,58050,45300,12750
IP11249,09-12-2024,iPhone 13,1TB,White,West,Mumbai,Online,74000,1,0.05,74000,70300,56500,13800
IP11250,26-01-2023,iPhone 15 Pro Max,1TB,Black,South,Bengaluru,Online,168100,1,0.1,168100,151290,128000,23290
IP11251,10-12-2024,iPhone 14 Pro,128GB,Silver,North,Delhi,Store,126400,1,0.15,126400,107440,106900,540
IP11252,23-02-2025,iPhone 13,512GB,Blue,South,Bengaluru,Store,73900,1,0.05,73900,70205,52500,17705
IP11253,19-01-2024,iPhone 14 Pro,128GB,Blue,South,Bengaluru,Store,116000,1,0,116000,116000,91900,24100
IP11254,05-05-2024,iPhone 15 Pro Max,1TB,Gold,North,Delhi,Online,141300,1,0,141300,141300,100500,40800
IP11255,03-09-2024,iPhone 15,512GB,Silver,North,Delhi,Online,90200,1,0.15,90200,76670,74400,2270
IP11256,21-05-2025,iPhone 13,512GB,Gold,East,Kolkata,Online,64800,1,0,64800,64800,49000,15800
IP11257,29-12-2023,iPhone 15 Pro,128GB,Blue,East,Patna,Online,148900,1,0.2,148900,119120,112200,6920
IP11258,21-05-2023,iPhone 15,256GB,Gold,North,Chandigarh,Store,88000,2,0.15,176000,149600,140600,9000
IP11259,29-05-2025,iPhone 15,128GB,Blue,North,Chandigarh,Store,83300,1,0.2,83300,66640,60600,6040
IP11260,06-07-2023,iPhone 14,128GB,Black,North,Lucknow,Online,70400,2,0.2,140800,112640,99400,13240
IP11261,04-03-2024,iPhone 14,256GB,Silver,West,Pune,Store,73300,2,0.15,146600,124610,122000,2610
IP11262,14-10-2023,iPhone 15 Pro Max,1TB,White,South,Bengaluru,Online,142900,2,0,285800,285800,221600,64200
IP11263,20-06-2023,iPhone 14,512GB,Gold,East,Bhubaneswar,Store,73900,1,0.1,73900,66510,54200,12310
IP11264,14-02-2025,iPhone 15 Pro,256GB,White,East,Patna,Store,121500,2,0.1,243000,218700,203600,15100
IP11265,05-05-2023,iPhone 14 Pro,128GB,Gold,South,Bengaluru,Online,125700,1,0.2,125700,100560,89700,10860
IP11266,18-08-2023,iPhone 15 Pro,128GB,Red,West,Mumbai,Online,135900,1,0.05,135900,129105,111000,18105
IP11267,27-02-2024,iPhone 13,512GB,White,East,Bhubaneswar,Store,71000,1,0.2,71000,56800,59200,-2400
IP11268,24-10-2024,iPhone 15 Pro Max,512GB,Gold,West,Ahmedabad,Store,165000,1,0.15,165000,140250,138800,1450
IP11269,08-05-2024,iPhone 14 Pro,256GB,Black,East,Kolkata,Store,112700,1,0.05,112700,107065,94400,12665
IP11270,15-10-2023,iPhone 13,256GB,Silver,South,Chennai,Online,66500,1,0.05,66500,63175,51400,11775
IP11271,30-08-2024,iPhone 15,512GB,Silver,East,Kolkata,Store,84100,1,0.05,84100,79895,66100,13795
IP11272,15-09-2024,iPhone 13,512GB,Black,North,Chandigarh,Online,73300,1,0.2,73300,58640,54300,4340
IP11273,12-10-2024,iPhone 13,256GB,Blue,East,Kolkata,Store,70700,2,0,141400,141400,119400,22000
IP11274,27-03-2024,iPhone 13,256GB,White,West,Mumbai,Online,63500,1,0.1,63500,57150,47700,9450
IP11275,26-12-2024,iPhone 15 Pro Max,256GB,Blue,South,Bengaluru,Online,164600,1,0,164600,164600,138600,26000
IP11276,30-05-2023,iPhone 14,512GB,Black,North,Lucknow,Online,81700,1,0.15,81700,69445,62800,6645
IP11277,29-05-2024,iPhone 15 Pro Max,128GB,Blue,South,Chennai,Store,169900,2,0.05,339800,322810,271400,51410
IP11278,13-08-2023,iPhone 14 Pro,512GB,Silver,South,Hyderabad,Store,120800,1,0,120800,120800,101600,19200
IP11279,01-03-2025,iPhone 13,256GB,White,South,Bengaluru,Store,61000,1,0.1,61000,54900,44700,10200
IP11280,16-02-2023,iPhone 14 Pro,1TB,Silver,South,Bengaluru,Online,122400,1,0.2,122400,97920,93300,4620
IP11281,25-08-2023,iPhone 14 Pro,256GB,Blue,South,Bengaluru,Store,124100,1,0.05,124100,117895,101000,16895
IP11282,18-12-2024,iPhone 15 Pro,1TB,White,North,Chandigarh,Online,141700,1,0.05,141700,134615,107500,27115
IP11283,10-01-2024,iPhone 15 Pro,1TB,Silver,West,Pune,Store,144100,1,0.05,144100,136895,115200,21695
IP11284,26-04-2023,iPhone 14 Pro,512GB,Gold,East,Bhubaneswar,Store,118400,1,0.15,118400,100640,87000,13640
IP11285,06-06-2024,iPhone 14 Pro,1TB,Silver,North,Delhi,Online,130800,1,0.05,130800,124260,110700,13560
IP11286,17-05-2024,iPhone 15,256GB,Red,South,Chennai,Store,84000,1,0.15,84000,71400,69700,1700
IP11287,23-04-2025,iPhone 15 Pro,256GB,Blue,West,Ahmedabad,Online,121100,1,0.05,121100,115045,85700,29345
IP11288,27-11-2023,iPhone 13,512GB,Red,West,Mumbai,Online,66300,1,0.15,66300,56355,50300,6055
IP11289,06-07-2023,iPhone 15 Pro,512GB,Red,East,Patna,Store,137500,1,0.15,137500,116875,112400,4475
IP11290,05-05-2024,iPhone 14 Pro,1TB,Blue,West,Pune,Online,117700,2,0.05,235400,223630,189400,34230
IP11291,30-11-2024,iPhone 15,256GB,Blue,North,Chandigarh,Online,86000,1,0.1,86000,77400,60300,17100
IP11292,18-04-2024,iPhone 15 Pro,128GB,Blue,South,Bengaluru,Online,128300,1,0,128300,128300,100700,27600
IP11293,13-03-2023,iPhone 14 Pro,128GB,Gold,South,Chennai,Online,132600,1,0.1,132600,119340,103000,16340
IP11294,28-07-2024,iPhone 14 Pro,512GB,Silver,West,Mumbai,Online,111300,2,0.2,222600,178080,169600,8480
IP11295,08-07-2024,iPhone 14 Pro,128GB,Blue,West,Pune,Store,130100,1,0.15,130100,110585,97300,13285
IP11296,14-03-2025,iPhone 15 Pro,128GB,Red,South,Chennai,Online,144500,1,0.05,144500,137275,103100,34175
IP11297,14-03-2025,iPhone 15 Pro Max,256GB,Red,South,Hyderabad,Store,153500,1,0.15,153500,130475,121900,8575
IP11298,04-09-2024,iPhone 14 Pro,128GB,Blue,South,Chennai,Store,112100,2,0.05,224200,212990,168200,44790
IP11299,12-03-2023,iPhone 15,1TB,Gold,North,Chandigarh,Online,80800,2,0.2,161600,129280,131600,-2320
IP11300,07-03-2025,iPhone 14,512GB,Silver,North,Chandigarh,Store,75000,2,0.1,150000,135000,120600,14400
IP11301,11-03-2024,iPhone 14,1TB,Red,East,Bhubaneswar,Store,72400,1,0.1,72400,65160,52900,12260
IP11302,14-06-2023,iPhone 15 Pro,128GB,Gold,North,Delhi,Online,142800,2,0.1,285600,257040,223400,33640
IP11303,08-10-2023,iPhone 15 Pro,1TB,Red,South,Chennai,Online,128000,2,0.2,256000,204800,194800,10000
IP11304,12-08-2023,iPhone 15,256GB,Red,North,Chandigarh,Store,90200,1,0.1,90200,81180,74300,6880
IP11305,30-01-2023,iPhone 13,256GB,Black,South,Bengaluru,Store,65900,1,0,65900,65900,54100,11800
IP11306,02-03-2024,iPhone 14,256GB,Black,East,Patna,Online,79600,1,0.05,79600,75620,59800,15820
IP11307,22-11-2024,iPhone 14 Pro,128GB,Red,North,Chandigarh,Online,132400,2,0.05,264800,251560,190200,61360
IP11308,03-07-2024,iPhone 14 Pro,1TB,Red,South,Bengaluru,Online,116000,1,0.2,116000,92800,95000,-2200
IP11309,28-05-2023,iPhone 15,1TB,Silver,North,Chandigarh,Online,90100,2,0.05,180200,171190,129000,42190
IP11310,31-05-2024,iPhone 14,512GB,Red,East,Kolkata,Store,72300,1,0.2,72300,57840,56400,1440
IP11311,05-10-2023,iPhone 14,1TB,Blue,South,Bengaluru,Online,80100,1,0.15,80100,68085,68000,85
IP11312,11-08-2024,iPhone 13,1TB,Gold,South,Hyderabad,Store,74900,1,0.2,74900,59920,58100,1820
IP11313,02-08-2024,iPhone 15,1TB,Red,North,Lucknow,Online,94700,1,0.1,94700,85230,71300,13930
IP11314,12-06-2023,iPhone 15 Pro Max,1TB,Blue,West,Pune,Online,157300,1,0.15,157300,133705,125200,8505
IP11315,29-08-2024,iPhone 14,256GB,Gold,East,Patna,Store,77000,1,0.05,77000,73150,58900,14250
IP11316,18-05-2023,iPhone 15 Pro Max,128GB,Red,North,Delhi,Online,152800,2,0.1,305600,275040,244400,30640
IP11317,13-05-2025,iPhone 15 Pro Max,512GB,Silver,North,Lucknow,Online,165500,1,0.15,165500,140675,116400,24275
IP11318,17-04-2023,iPhone 15,128GB,Blue,North,Delhi,Store,84200,1,0.15,84200,71570,66000,5570
IP11319,04-01-2023,iPhone 15,256GB,Blue,South,Hyderabad,Online,89000,1,0.15,89000,75650,73200,2450
IP11320,29-08-2024,iPhone 13,128GB,Silver,East,Patna,Store,67100,1,0.15,67100,57035,57000,35
IP11321,17-11-2023,iPhone 14,1TB,Black,North,Chandigarh,Online,79800,1,0.05,79800,75810,65000,10810
IP11322,21-01-2024,iPhone 14 Pro,1TB,Red,East,Kolkata,Online,125100,2,0.2,250200,200160,179000,21160
IP11323,14-02-2024,iPhone 15 Pro Max,256GB,Silver,East,Kolkata,Store,148600,1,0.1,148600,133740,119000,14740
IP11324,07-05-2024,iPhone 14,256GB,Black,North,Delhi,Store,72000,1,0,72000,72000,57700,14300
IP11325,30-05-2025,iPhone 15 Pro,1TB,White,North,Lucknow,Online,148300,1,0.1,148300,133470,119000,14470
IP11326,12-11-2023,iPhone 14,1TB,Blue,South,Bengaluru,Online,70000,2,0.2,140000,112000,103800,8200
IP11327,03-03-2025,iPhone 14,1TB,Silver,North,Lucknow,Online,70300,1,0.15,70300,59755,56500,3255
IP11328,18-03-2025,iPhone 15 Pro Max,512GB,Red,North,Lucknow,Online,149700,2,0,299400,299400,243200,56200
IP11329,07-07-2024,iPhone 15,256GB,White,West,Mumbai,Online,83800,1,0,83800,83800,60300,23500
IP11330,17-06-2024,iPhone 13,1TB,Black,North,Chandigarh,Online,61800,1,0,61800,61800,43700,18100
IP11331,06-07-2024,iPhone 14,128GB,Silver,South,Hyderabad,Online,85000,2,0,170000,170000,131200,38800
IP11332,18-11-2023,iPhone 15,128GB,Blue,West,Ahmedabad,Online,86200,1,0.2,86200,68960,66400,2560
IP11333,20-07-2023,iPhone 14,1TB,Red,North,Delhi,Online,79300,1,0,79300,79300,58600,20700
IP11334,26-02-2025,iPhone 14 Pro,512GB,White,North,Chandigarh,Store,122100,1,0,122100,122100,93300,28800
IP11335,27-09-2024,iPhone 15,256GB,Red,South,Bengaluru,Store,90900,1,0.2,90900,72720,67700,5020
IP11336,01-11-2024,iPhone 14 Pro,128GB,Black,South,Chennai,Store,130100,1,0.2,130100,104080,92100,11980
IP11337,07-06-2024,iPhone 15,128GB,Silver,South,Chennai,Online,88900,2,0.2,177800,142240,139400,2840
IP11338,07-10-2023,iPhone 14 Pro,1TB,Silver,South,Chennai,Online,119100,1,0.1,119100,107190,85000,22190
IP11339,19-10-2024,iPhone 15 Pro Max,1TB,Black,West,Mumbai,Store,143800,1,0.15,143800,122230,120400,1830
IP11340,28-11-2023,iPhone 15 Pro,256GB,Gold,North,Delhi,Online,124500,1,0.2,124500,99600,100500,-900
IP11341,24-02-2024,iPhone 13,512GB,White,East,Kolkata,Online,70900,1,0,70900,70900,57100,13800
IP11342,22-12-2023,iPhone 14,512GB,Red,West,Mumbai,Online,79100,2,0.15,158200,134470,126800,7670
IP11343,13-06-2023,iPhone 14,128GB,White,East,Bhubaneswar,Store,79200,1,0.05,79200,75240,59000,16240
IP11344,24-04-2024,iPhone 14 Pro,512GB,Silver,North,Lucknow,Store,128900,2,0.1,257800,232020,188800,43220
IP11345,27-03-2024,iPhone 13,256GB,Silver,West,Pune,Online,64900,1,0.05,64900,61655,51200,10455
IP11346,18-12-2024,iPhone 15 Pro,128GB,Silver,South,Hyderabad,Online,141900,2,0.2,283800,227040,237000,-9960
IP11347,21-08-2024,iPhone 15,512GB,White,East,Bhubaneswar,Online,88300,1,0,88300,88300,63500,24800
IP11348,10-06-2024,iPhone 15,128GB,White,North,Lucknow,Online,81400,1,0.05,81400,77330,62600,14730
IP11349,09-07-2024,iPhone 14,128GB,White,South,Bengaluru,Online,79700,1,0.15,79700,67745,66500,1245
IP11350,04-05-2025,iPhone 15 Pro Max,1TB,Blue,South,Hyderabad,Online,161900,1,0.05,161900,153805,120600,33205
IP11351,12-02-2023,iPhone 15,256GB,Gold,South,Chennai,Store,80000,1,0.2,80000,64000,59900,4100
IP11352,20-04-2024,iPhone 15,256GB,Blue,East,Kolkata,Store,83800,1,0.15,83800,71230,59800,11430
IP11353,10-03-2025,iPhone 15,256GB,Red,East,Patna,Store,92800,1,0.05,92800,88160,76400,11760
IP11354,06-10-2024,iPhone 15,128GB,Red,East,Kolkata,Store,87700,1,0.2,87700,70160,72100,-1940
IP11355,29-08-2024,iPhone 15 Pro,256GB,Gold,South,Chennai,Store,131400,1,0.15,131400,111690,111500,190
IP11356,31-12-2024,iPhone 14 Pro,1TB,Blue,East,Bhubaneswar,Store,116000,1,0,116000,116000,89600,26400
IP11357,04-05-2025,iPhone 14 Pro,256GB,Silver,East,Kolkata,Online,112000,1,0.05,112000,106400,95000,11400
IP11358,10-12-2023,iPhone 13,128GB,Gold,West,Pune,Store,66100,1,0.15,66100,56185,54900,1285
IP11359,02-09-2024,iPhone 15,512GB,Red,East,Patna,Online,93400,1,0.15,93400,79390,76800,2590
IP11360,27-02-2023,iPhone 13,128GB,Red,South,Bengaluru,Store,67100,1,0.1,67100,60390,51000,9390
IP11361,01-05-2025,iPhone 15 Pro Max,512GB,Gold,East,Bhubaneswar,Store,160500,1,0,160500,160500,129100,31400
IP11362,03-11-2024,iPhone 15 Pro Max,1TB,Red,South,Bengaluru,Store,159000,1,0,159000,159000,127200,31800
IP11363,30-12-2023,iPhone 14 Pro,128GB,Silver,South,Chennai,Store,127300,1,0.05,127300,120935,94000,26935
IP11364,09-11-2024,iPhone 14 Pro,256GB,Gold,South,Bengaluru,Online,131800,1,0,131800,131800,111900,19900
IP11365,15-11-2024,iPhone 15 Pro Max,1TB,Red,North,Lucknow,Online,163400,1,0.15,163400,138890,115000,23890
IP11366,27-03-2023,iPhone 14,1TB,Blue,West,Ahmedabad,Store,74600,1,0.2,74600,59680,59100,580
IP11367,03-05-2025,iPhone 14 Pro,1TB,Silver,North,Delhi,Store,115800,2,0.05,231600,220020,166400,53620
IP11368,20-03-2025,iPhone 14 Pro,256GB,Silver,East,Bhubaneswar,Store,123100,1,0,123100,123100,95000,28100
IP11369,26-10-2023,iPhone 14,1TB,Black,North,Delhi,Store,74200,1,0.2,74200,59360,52900,6460
IP11370,30-07-2023,iPhone 15,512GB,Silver,East,Kolkata,Online,92500,1,0.1,92500,83250,72900,10350
IP11371,14-03-2024,iPhone 14,256GB,White,East,Kolkata,Online,73500,1,0.15,73500,62475,54700,7775
IP11372,06-06-2024,iPhone 15 Pro,256GB,White,South,Bengaluru,Online,121200,1,0.05,121200,115140,89800,25340
IP11373,20-06-2025,iPhone 14 Pro,1TB,Red,North,Lucknow,Online,116300,1,0,116300,116300,92800,23500
IP11374,08-08-2023,iPhone 14 Pro,128GB,Red,North,Chandigarh,Online,132400,2,0.1,264800,238320,207000,31320
IP11375,21-02-2023,iPhone 13,256GB,Red,East,Bhubaneswar,Online,71000,2,0,142000,142000,101000,41000
IP11376,25-12-2023,iPhone 13,512GB,Black,North,Delhi,Online,67000,1,0.2,67000,53600,53900,-300
IP11377,19-05-2025,iPhone 13,1TB,Gold,West,Pune,Store,68300,1,0.1,68300,61470,57500,3970
IP11378,25-02-2024,iPhone 15 Pro,1TB,Blue,West,Ahmedabad,Store,120600,2,0.1,241200,217080,202200,14880
IP11379,26-09-2023,iPhone 14,512GB,Silver,East,Patna,Online,81500,1,0.1,81500,73350,60800,12550
IP11380,26-04-2023,iPhone 14 Pro,128GB,Black,East,Bhubaneswar,Store,126900,1,0.05,126900,120555,106500,14055
IP11381,07-01-2023,iPhone 13,128GB,Gold,West,Ahmedabad,Online,66800,1,0.1,66800,60120,50500,9620
IP11382,03-08-2023,iPhone 15,1TB,Gold,East,Bhubaneswar,Online,91900,1,0,91900,91900,72400,19500
IP11383,02-01-2024,iPhone 15 Pro Max,512GB,Black,West,Mumbai,Store,150400,1,0.15,150400,127840,106700,21140
IP11384,11-04-2024,iPhone 14,1TB,Red,North,Chandigarh,Store,71200,1,0.15,71200,60520,51600,8920
IP11385,08-03-2025,iPhone 15 Pro Max,128GB,Silver,East,Patna,Online,155000,1,0.05,155000,147250,119000,28250
IP11386,18-02-2024,iPhone 15 Pro,128GB,White,East,Kolkata,Store,148200,1,0.2,148200,118560,106300,12260
IP11387,05-08-2023,iPhone 15,256GB,Red,North,Chandigarh,Online,86200,1,0.05,86200,81890,68300,13590
IP11388,30-06-2023,iPhone 14,256GB,Silver,North,Delhi,Store,76600,2,0,153200,153200,116400,36800
IP11389,16-11-2023,iPhone 14,512GB,Red,West,Mumbai,Store,82200,1,0.15,82200,69870,66500,3370
IP11390,28-04-2025,iPhone 15 Pro Max,128GB,Silver,South,Hyderabad,Store,168600,1,0,168600,168600,122600,46000
IP11391,16-03-2024,iPhone 15 Pro Max,512GB,White,North,Lucknow,Store,158100,1,0.15,158100,134385,113300,21085
IP11392,30-03-2025,iPhone 15 Pro Max,1TB,Silver,East,Kolkata,Online,148900,2,0.1,297800,268020,226000,42020
IP11393,30-05-2024,iPhone 13,512GB,Black,North,Delhi,Store,71000,1,0.2,71000,56800,57100,-300
IP11394,17-09-2023,iPhone 14,128GB,Gold,West,Mumbai,Store,78300,1,0.15,78300,66555,59100,7455
IP11395,08-07-2023,iPhone 15 Pro,128GB,Blue,North,Lucknow,Online,137300,1,0.15,137300,116705,101300,15405
IP11396,19-10-2023,iPhone 15,512GB,Blue,South,Hyderabad,Online,88100,1,0,88100,88100,70600,17500
IP11397,27-06-2024,iPhone 15,128GB,Gold,East,Patna,Online,93600,1,0.1,93600,84240,67900,16340
IP11398,17-02-2024,iPhone 14,1TB,Silver,East,Kolkata,Store,72200,1,0.05,72200,68590,60000,8590
IP11399,31-01-2023,iPhone 15 Pro Max,128GB,Gold,West,Pune,Online,157900,1,0.1,157900,142110,122900,19210
IP11400,08-02-2023,iPhone 15 Pro Max,1TB,Silver,South,Chennai,Store,155100,1,0.15,155100,131835,110400,21435
IP11401,22-07-2023,iPhone 13,512GB,White,South,Hyderabad,Online,71900,2,0,143800,143800,118600,25200
IP11402,13-06-2024,iPhone 14,1TB,Silver,East,Patna,Online,74600,1,0,74600,74600,62700,11900
IP11403,14-09-2023,iPhone 15 Pro,1TB,Blue,East,Bhubaneswar,Store,129700,1,0.1,129700,116730,109700,7030
IP11404,18-01-2025,iPhone 15,1TB,Black,West,Pune,Online,85900,2,0.2,171800,137440,121200,16240
IP11405,20-08-2024,iPhone 15,128GB,White,West,Ahmedabad,Online,87000,1,0.1,87000,78300,68500,9800
IP11406,23-12-2023,iPhone 15,256GB,Gold,South,Chennai,Store,80200,1,0.1,80200,72180,61900,10280
IP11407,17-08-2023,iPhone 14,256GB,White,South,Hyderabad,Online,81800,1,0.1,81800,73620,57500,16120
IP11408,23-06-2025,iPhone 15 Pro Max,128GB,Silver,South,Chennai,Store,166200,2,0.05,332400,315780,273200,42580
IP11409,10-06-2023,iPhone 13,128GB,Blue,East,Kolkata,Online,68500,1,0,68500,68500,52500,16000
IP11410,22-11-2024,iPhone 15 Pro,512GB,Gold,East,Kolkata,Store,120700,2,0.05,241400,229330,171000,58330
IP11411,16-09-2023,iPhone 13,128GB,White,East,Patna,Store,62800,1,0.2,62800,50240,47600,2640
IP11412,25-02-2024,iPhone 14,1TB,Silver,North,Chandigarh,Store,83600,2,0.1,167200,150480,118200,32280
IP11413,13-01-2024,iPhone 15 Pro Max,1TB,Blue,North,Delhi,Online,153200,1,0,153200,153200,120800,32400
IP11414,30-05-2025,iPhone 13,1TB,Silver,South,Bengaluru,Store,67600,2,0.1,135200,121680,105800,15880
IP11415,21-06-2023,iPhone 15 Pro Max,128GB,Gold,South,Chennai,Store,168100,1,0.15,168100,142885,137400,5485
IP11416,04-07-2023,iPhone 14 Pro,256GB,Black,West,Mumbai,Online,110400,1,0.15,110400,93840,93100,740
IP11417,28-06-2025,iPhone 15 Pro Max,128GB,Red,East,Kolkata,Online,144900,2,0.05,289800,275310,212400,62910
IP11418,22-09-2024,iPhone 15 Pro Max,128GB,White,South,Bengaluru,Store,154400,1,0.1,154400,138960,112400,26560
IP11419,20-02-2024,iPhone 13,128GB,White,South,Hyderabad,Online,72400,1,0,72400,72400,59000,13400
IP11420,24-04-2024,iPhone 15 Pro,512GB,Black,North,Delhi,Store,145100,1,0.1,145100,130590,116100,14490
IP11421,21-02-2025,iPhone 15 Pro,256GB,Red,North,Delhi,Store,138800,1,0,138800,138800,100600,38200
IP11422,05-12-2023,iPhone 15 Pro,512GB,Silver,East,Kolkata,Store,142300,1,0.1,142300,128070,107900,20170
IP11423,01-06-2024,iPhone 15 Pro,512GB,Gold,South,Hyderabad,Online,131600,1,0,131600,131600,102200,29400
IP11424,27-05-2023,iPhone 14,128GB,White,South,Chennai,Online,83300,2,0.05,166600,158270,137600,20670
IP11425,06-12-2023,iPhone 15 Pro,256GB,Gold,West,Pune,Online,134200,1,0.2,134200,107360,95200,12160
IP11426,10-07-2024,iPhone 15,128GB,Gold,West,Pune,Store,88300,2,0.05,176600,167770,138600,29170
IP11427,10-05-2024,iPhone 15,1TB,Black,West,Ahmedabad,Store,83000,1,0.05,83000,78850,70000,8850
IP11428,23-11-2023,iPhone 15 Pro,256GB,Black,West,Ahmedabad,Online,122900,1,0.1,122900,110610,101200,9410
IP11429,28-02-2025,iPhone 15 Pro,256GB,Red,South,Chennai,Store,136200,1,0.15,136200,115770,104600,11170
IP11430,23-09-2023,iPhone 13,256GB,Black,West,Mumbai,Online,74200,1,0.2,74200,59360,57000,2360
IP11431,04-01-2024,iPhone 15,128GB,Blue,North,Chandigarh,Store,81200,2,0.1,162400,146160,137600,8560
IP11432,30-11-2024,iPhone 14,256GB,Blue,North,Delhi,Store,71800,2,0.05,143600,136420,115200,21220
IP11433,24-02-2024,iPhone 15,128GB,Black,South,Hyderabad,Store,85400,1,0.2,85400,68320,68600,-280
IP11434,02-03-2024,iPhone 15,128GB,Gold,West,Ahmedabad,Store,80700,1,0.2,80700,64560,61100,3460
